Unnamed: 0,country,designation,points,price,province,region_1,region_2,variety,winery
88869,US,Triangle,94,60.0,California,Napa Valley,Napa,Syrah,Montagna
88871,US,Firehouse Vineyard,94,85.0,California,Rutherford,Napa,Cabernet Sauvignon,Piña
88872,US,Wolff Vineyard,94,85.0,California,Yountville,Napa,Cabernet Sauvignon,Piña
88873,US,Sanford & Benedict Vineyard,94,60.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Sanford
88874,US,Horshehoe Bend Vineyard,94,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Davis Family
88875,US,Dierberg Vineyard,94,45.0,California,Santa Maria Valley,Central Coast,Chardonnay,Migration
88877,US,Vineyard 2131,94,80.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,Von Strasser
88879,US,Pritchard Hill,94,135.0,California,Napa Valley,Napa,Cabernet Sauvignon,Chappellet
88880,US,Tre Vigneti,94,50.0,California,Napa Valley,Napa,Cabernet Sauvignon,Montagna
88881,US,Black Diamonds,94,125.0,California,Napa Valley,Napa,Cabernet Sauvignon,Parallel
88884,US,Rector Creek Vineyard,94,95.0,California,Napa Valley,Napa,Cabernet Sauvignon,Duckhorn
88885,US,Cañon Creek Vineyard,85,40.0,California,Napa Valley,Napa,Cabernet Sauvignon,Midsummer Cellars
88889,US,Parmelee-Hill Vineyard,85,30.0,California,Sonoma Valley,Sonoma,Syrah,Atmosphere
88894,US,Vozelgang Vineyard,85,24.0,California,Santa Ynez Valley,Central Coast,Syrah,Curtis
88900,US,Semi-Dry,85,22.0,California,Carneros,Napa-Sonoma,Gewürztraminer,Stein Family
88904,US,42 NORTH Estate Bottled,85,15.0,New York,Finger Lakes,Finger Lakes,White Blend,Lamoreaux Landing
88908,US,Limited Reserve,84,20.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Lucas Vineyards
88913,US,Coriol,84,28.0,California,Sonoma Valley,Sonoma,Red Blend,Anaba
88914,US,The River,84,22.0,California,Central Coast,Central Coast,Rhône-style White Blend,Barton
88924,US,Pinot Noir Blanc,83,10.0,New York,Finger Lakes,Finger Lakes,Rosé,Chateau Lafayette Reneau
88929,US,Conner Lee Vineyard,90,42.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Buty
88933,US,Wisdom,90,21.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Inspire Moore
88937,US,Vin Gris of,90,28.0,California,Sonoma Coast,Sonoma,Pinot Noir,La Pitchoune
88939,US,Rosella's Vineyard,90,40.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Loring Wine Company
88945,US,Franc 'n Stern,90,125.0,California,Oakville,Napa,Cabernet Franc,Oakville East
88950,US,Redwood Ranch,90,25.0,California,Alexander Valley,Sonoma,Sauvignon Blanc,Ousterhout
88955,US,Vintage,90,36.0,California,Paso Robles,Central Coast,Port,Robert Hall
88959,US,Zotovich Vineyard,88,46.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Montemar Wines
88963,US,Chasing Lions,88,13.0,California,California,California Other,Cabernet Sauvignon,Nine North Wine Company
88964,US,L'Autre Femme,88,42.0,California,Paso Robles,Central Coast,White Blend,ONX
88967,US,Dry Sangiovese,88,13.0,California,Lodi,Central Valley,Rosé,Scotto Family Cellars
88968,US,Doctor's Vineyard,88,57.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Séamus Wines
88970,US,Talley Rincon,88,65.0,California,Arroyo Grande Valley,Central Coast,Pinot Noir,Tantara
88972,US,Our Tribute,88,62.0,California,Alexander Valley,Sonoma,Bordeaux-style Red Blend,The Calling
88980,US,Conley Vineyard,88,23.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Wilridge
88982,US,Indie Noir,88,28.0,California,Paso Robles,Central Coast,Red Blend,ONX
88988,US,Hyde Vineyard,90,66.0,California,Carneros,Napa-Sonoma,Chardonnay,HdV
88990,US,Foreshadow,90,40.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,J. Bookwalter
88991,US,Bow Tie Vineyard,90,45.0,California,Russian River Valley,Sonoma,Chardonnay,J Vineyards & Winery
88994,US,The Flyer,90,59.0,California,Russian River Valley,Sonoma,Pinot Noir,MacPhail
88997,US,Estate,90,24.0,California,Sierra Foothills,Sierra Foothills,Malbec,Naggiar
89000,US,All-In Sawyer Lindquist Vineyard,90,60.0,California,Edna Valley,Central Coast,Syrah,No Limit
89005,US,Tanzen Dame Auten Vineyard 2nd Clone 239 Dry,90,40.0,New York,Finger Lakes,Finger Lakes,Riesling,Bloomer Creek
89006,US,No. 239 Dry,90,20.0,New York,Finger Lakes,Finger Lakes,Riesling,Boundary Breaks
89007,US,Torrey Hill Vineyard,90,40.0,California,Russian River Valley,Sonoma,Pinot Noir,Bruliam
89009,US,Reserve,90,20.0,Washington,Horse Heaven Hills,Columbia Valley,Chardonnay,Canoe Ridge
89021,US,Mancini Ranch,90,34.0,California,Russian River Valley,Sonoma,Zinfandel,Joseph Swan Vineyards
89023,US,Minuet Sangiovese,90,32.0,California,Napa Valley,Napa,Rosé,Luna
89026,US,S,90,25.0,Oregon,Eola-Amity Hills,Willamette Valley,Riesling,Paetra
89032,US,Dutton Ranch Jewell Vineyard Reserve,90,38.0,California,Russian River Valley,Sonoma,Chardonnay,Francis Coppola
89033,US,Volcano Ridge Vineyard,90,30.0,Oregon,Columbia Gorge (OR),Oregon Other,Merlot,Heart Catcher
89035,US,Vin Rosé de,90,25.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Aubichon Cellars
89036,US,Las Madres Vineyards,90,38.0,California,Carneros,Napa-Sonoma,Syrah,Belharra
89037,US,Las Madres Vineyards Rosé of,90,23.0,California,Carneros,Napa-Sonoma,Syrah,Belharra
89045,US,Three Vineyard,90,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Chehalem
89051,US,Chaustinelle Reserve,92,30.0,Oregon,Southern Oregon,Southern Oregon,Chardonnay,DanCin
89052,US,Halcyon Days,92,55.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Demetria
89055,US,Quinta Del Mar Vineyard,92,40.0,California,Central Coast,Central Coast,Pinot Noir,Pressed
89057,US,The Instigator,92,36.0,California,California,California Other,Syrah,Prospect 772
89059,US,Sierra Mar,92,50.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Red Stitch
89060,US,Alloro Vineyard,92,55.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Rex Hill
89065,US,Estate Reserve Sheila,92,75.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Blakeslee
89068,US,Richard's Cuvée,92,45.0,Oregon,Ribbon Ridge,Willamette Valley,Chardonnay,Matello
89070,US,Maresh Vineyard,91,60.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Kelley Fox
89072,US,Coast View Vineyard  Chualar Canyon,91,22.0,California,Monterey County,Central Coast,Riesling,MaidenStoen
89080,US,Reserve,87,30.0,California,Paso Robles,Central Coast,Meritage,Estancia
89090,US,McKinley Springs Vineyard,87,35.0,Washington,Horse Heaven Hills,Columbia Valley,Mourvèdre,Robert Ramsay
89091,US,Richard McDowell Vineyard,87,13.0,California,Russian River Valley,Sonoma,Merlot,Toad Hollow
89092,US,Farrah,87,20.0,California,Lodi,Central Valley,Syrah,Klinker Brick
89105,US,Six,87,50.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Gordon Brothers
89115,US,Darwin,87,40.0,California,Napa Valley,Napa,Syrah,Hall
89118,US,San Remo Vineyard,87,49.0,California,Russian River Valley,Sonoma,Pinot Noir,Signaterra
89126,US,Vintner's Reserve,88,12.0,California,California,California Other,Sauvignon Blanc,Kendall-Jackson
89130,US,Brothers Ridge Single Vineyard,88,75.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Rodney Strong
89138,US,Artz Vineyard,89,18.0,Washington,Red Mountain,Columbia Valley,Sauvignon Blanc,Woodinville Wine Cellars
89140,US,Vice,89,150.0,California,Oakville,Napa,Cabernet Sauvignon,Vice Versa
89143,US,Calico,89,16.0,Washington,Columbia Valley (WA),Columbia Valley,White Blend,Bergevin Lane
89151,US,Relentless,89,70.0,California,Napa Valley,Napa,Red Blend,Shafer
89152,US,Stone Corral,89,50.0,California,Edna Valley,Central Coast,Pinot Noir,Talley
89158,US,Block F5,89,45.0,California,Carneros,Napa-Sonoma,Pinot Noir,Cuvaison
89159,US,Solea Red Wine,89,30.0,Washington,Red Mountain,Columbia Valley,Red Blend,Des Voigne Cellars
89161,US,Chateau Puryear Vineyard,89,20.0,Washington,Rattlesnake Hills,Columbia Valley,Chardonnay,Bonair
89169,US,Naylor Vineyard,92,29.0,California,El Dorado,Sierra Foothills,Petite Sirah,Cedarville
89173,US,Brut Rosé,92,50.0,Oregon,Willamette Valley,Willamette Valley,Sparkling Blend,Argyle
89176,US,Riven Rock Vineyard,92,30.0,California,San Luis Obispo County,Central Coast,Riesling,Cutruzzola
89185,US,Blend 24,92,55.0,California,Napa Valley,Napa,Red Blend,B Cellars
89188,US,Cuvée du Tonnelier,92,48.0,Oregon,Ribbon Ridge,Willamette Valley,Pinot Noir,Brick House
89189,US,Steiner Vineyard,92,30.0,California,Sonoma Mountain,Sonoma,Grüner Veltliner,Carlisle
89192,US,Klopp Ranch,92,56.0,California,Russian River Valley,Sonoma,Pinot Noir,MacRostie
89197,US,Northern Blend Red,90,35.0,Washington,Washington,Washington Other,Red Blend,Rôtie Cellars
89200,US,The Estates,90,25.0,Washington,Wahluke Slope,Columbia Valley,Syrah,Milbrandt
89203,US,Estate,90,45.0,California,Sonoma County,Sonoma,Syrah,Bugay
89204,US,The Empress,90,75.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Bugay
89208,US,Barrel Fermented,90,19.0,Washington,Columbia Valley (WA),Columbia Valley,Sémillon,Davenport Cellars
89214,US,Tinaquaic Vineyard,90,32.0,California,Santa Maria Valley,Central Coast,Chardonnay,Foxen
89235,US,Arianses Vineyard,88,30.0,Washington,Wahluke Slope,Columbia Valley,Bordeaux-style Red Blend,:Nota Bene
89238,US,Pelio Vineyard,88,30.0,California,Monterey,Central Coast,Chardonnay,Sante Arcangeli
89240,US,District 3 Growers Reserve,88,19.0,California,Sonoma County,Sonoma,Pinot Noir,Sonoma Collection
89241,US,Aveta,88,26.0,California,Napa Valley,Napa,Sauvignon Blanc,Stag's Leap Wine Cellars
89242,US,Vintners Select,88,28.0,California,Santa Maria Valley,Central Coast,Chardonnay,Summerland
89245,US,Dry,88,30.0,New York,Finger Lakes,Finger Lakes,Riesling,Tierce
89248,US,Susanna's Vineyard,93,55.0,California,Sonoma Coast,Sonoma,Chardonnay,Lynmar
89252,US,TFL,93,30.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Sineann
89257,US,Red Hills Estate,93,85.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Archery Summit
89258,US,Mononi Vineyard,93,64.0,California,Russian River Valley,Sonoma,Pinot Noir,Arista
89262,US,Récolte Grand Cru,93,125.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Domaine Serene
89271,US,Toboni Vineyard,93,64.0,California,Russian River Valley,Sonoma,Pinot Noir,Arista
89274,US,East Ridge Vineyard Estate,93,28.0,California,Dry Creek Valley,Sonoma,Petite Sirah,Gustafson Family
89279,US,Korte Ranch,93,37.0,California,Napa Valley,Napa,Zinfandel,Elyse
89280,US,Trois,93,95.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Gypsy Canyon
89282,US,Vieilles Vignes,93,42.0,California,Napa Valley,Napa,Chardonnay,Signorello
89285,US,Jack's Masterpiece,93,70.0,California,Napa Valley,Napa,Cabernet Sauvignon,Hall
89288,US,SLH Estate,92,27.0,California,Santa Lucia Highlands,Central Coast,Syrah,Hahn
89289,US,Old Vine,92,35.0,California,Dry Creek Valley,Sonoma,Zinfandel,Everett Ridge
89292,US,Beasley's Blend,90,22.0,New York,North Fork of Long Island,Long Island,Cabernet Franc-Merlot,Coffee Pot Cellars
89298,US,White Heart,90,40.0,California,Adelaida District,Central Coast,Grenache Noir,Dubost
89301,US,Eternal Restraint,90,60.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Eternal
89302,US,Sierra Madre Vineyard Blanc de Blancs,90,42.0,California,Santa Maria Valley,Central Coast,Sparkling Blend,Goat Bubbles
89304,US,Osiris,90,38.0,California,Paso Robles,Central Coast,Grenache,Kaleidos
89305,US,Rosé of,90,35.0,California,Sonoma Coast,Sonoma,Pinot Noir,Keller
89310,US,Spilya Vineyard,90,30.0,Washington,Yakima Valley,Columbia Valley,Syrah,Lobo Hills
89313,US,Dos Aguas,90,30.0,New York,North Fork of Long Island,Long Island,Bordeaux-style Red Blend,Macari
89314,US,Doña Margarita Vineyard Chico's Run Unfiltered,90,55.0,California,Sonoma Coast,Sonoma,Pinot Noir,Marimar Estate
89316,US,Mirabelle Brut,90,27.0,California,California,California Other,Sparkling Blend,Mirabelle
89317,US,Mubbly,90,30.0,California,California,California Other,Sparkling Blend,Municipal Winemakers
89318,US,The Spur,90,30.0,California,Livermore Valley,Central Coast,Red Blend,Murrieta's Well
89323,US,Rodgers Creek Vineyard,87,48.0,California,Sonoma Coast,Sonoma,Pinot Noir,Sojourn
89329,US,Grand Cuvee,87,40.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Babcock
89332,US,La Castellana,87,65.0,California,Napa Valley,Napa,Red Blend,Castello di Amorosa
89334,US,Harvest Select,87,9.0,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Chateau Ste. Michelle
89335,US,Mother Vine Reserve,87,30.0,California,Livermore Valley,Central Coast,Cabernet Sauvignon,Concannon
89337,US,Port,87,28.0,Oregon,Willamette Valley,Willamette Valley,Muscat,David Hill
89342,US,Dry,87,18.0,New York,Finger Lakes,Finger Lakes,Riesling,Glenora
89346,US,Central Park West Vineyard,86,50.0,California,St. Helena,Napa,Petite Verdot,Trinchero
89347,US,White4 Huerhuero,86,16.0,California,Paso Robles,Central Coast,White Blend,Vina Robles
89348,US,Mélange Blanc,86,15.0,Washington,Columbia Valley (WA),Columbia Valley,White Blend,Waterbrook
89359,US,Estate,87,28.0,California,Carmel Valley,Central Coast,Chardonnay,Holman Ranch
89363,US,Brut,87,12.0,California,California,California Other,Sparkling Blend,Korbel
89374,US,Heritage Reserve,87,50.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Schug
89377,US,Estate Grown,86,28.0,California,Paso Robles,Central Coast,Sangiovese,August Ridge
89382,US,Kristy Vineyard,86,26.0,California,Monterey County,Central Coast,Albariño,Chateau Lettau
89383,US,Desert Wind Vineyard,86,15.0,Washington,Wahluke Slope,Columbia Valley,Viognier,Desert Wind
89388,US,Millennium Nights,86,38.0,California,Paso Robles,Central Coast,Red Blend,Millésimé
89389,US,Plyley Reserve,86,45.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Sauvignon,Mosquito Fleet
89399,US,Kinneybrook,86,23.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Kunde
89401,US,Molly's,86,36.0,California,Dry Creek Valley,Sonoma,Zinfandel,Wilson
89413,US,Estate Grown,90,30.0,California,Mount Veeder,Napa,Chardonnay,Godspeed
89416,US,Christian's Cuvee,90,100.0,New York,"The Hamptons, Long Island",Long Island,Merlot,Wölffer
89417,US,Version Reserve,90,50.0,California,Paso Robles,Central Coast,Rhône-style White Blend,Adelaida
89419,US,Stagecoach Vineyard,90,65.0,California,Napa Valley,Napa,Cabernet Sauvignon,Krutz
89421,US,Sierra Mar Vineyard,90,40.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Loring Wine Company
89422,US,Arbitrage,90,29.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Market Vineyards
89430,US,Spring Hill Vineyard,90,39.0,California,Sonoma Coast,Sonoma,Pinot Noir,Waxwing
89434,US,Rancho Bello Vineyard,90,26.0,California,Russian River Valley,Sonoma,Zinfandel,Ottimino Vineyards
89435,US,Sonoma Stage Vineyard,90,47.0,California,Sonoma Coast,Sonoma,Pinot Noir,Peters Family
89450,US,S-bar,90,50.0,California,Edna Valley,Central Coast,Pinot Noir,Baileyana
89451,US,Barbed Oak Vineyard,90,30.0,California,Bennett Valley,Sonoma,Chardonnay,Bjornstad
89452,US,Colson Canyon Vineyard,90,35.0,California,Santa Barbara County,Central Coast,Syrah,Brander
89455,US,Limited Selection,90,48.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Gainey
89461,US,Garys' Vineyard,95,50.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Loring Wine Company
89464,US,7200 Grassini Family Vineyard,95,44.0,California,Happy Canyon of Santa Barbara,Central Coast,Cabernet Sauvignon,Foxen 7200
89465,US,Machado,95,75.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Brewer-Clifton
89466,US,Pedregal Vineyard,95,185.0,California,Oakville,Napa,Cabernet Sauvignon,Ramey
89471,US,Old Vines,94,99.0,Washington,Washington,Washington Other,Cabernet Sauvignon,Woodward Canyon
89472,US,Estate,94,39.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Boekenoogen
89474,US,Le Bon Climat,94,40.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Clendenen Family
89475,US,Dutton Ranch Cherry Ridge Vineyard,94,50.0,California,Russian River Valley,Sonoma,Syrah,Dutton-Goldfield
89476,US,Dutton Ranch,94,40.0,California,Russian River Valley,Sonoma,Pinot Noir,Dutton-Goldfield
89480,US,Hudson Vineyard,94,50.0,California,Napa Valley,Napa,Chardonnay,Failla
89484,US,Solomon Hills Vineyard,94,50.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Landmark
89485,US,Burnside Vineyard,94,75.0,California,Russian River Valley,Sonoma,Pinot Noir,Patz & Hall
89486,US,Estate,86,49.0,California,Russian River Valley,Sonoma,Pinot Noir,Uptick Vineyards
89490,US,Perle,86,30.0,New York,"The Hamptons, Long Island",Long Island,Chardonnay,Wölffer
89493,US,Pinot Noir,86,14.0,New York,Finger Lakes,Finger Lakes,Rosé,Glenora
89498,US,Ice,86,25.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Standing Stone
89505,US,White Mischief,86,35.0,New York,"The Hamptons, Long Island",Long Island,Chardonnay,Wölffer
89507,US,Rennie Reserve,86,125.0,California,St. Helena,Napa,Cabernet Sauvignon,Flora Springs
89508,US,Round Up Red,86,18.0,California,California,California Other,Red Blend,Helwig
89534,US,Winemaker's Collection,84,15.0,California,Monterey,Central Coast,Syrah,Jekel
89535,US,Hollander Vineyard,84,20.0,California,Sierra Foothills,Sierra Foothills,Syrah,Amador Foothill Winery
89540,US,Heritage Cuvee,84,12.0,California,Central Coast,Central Coast,Rhône-style Red Blend,Curtis
89547,US,No. 11,90,65.0,California,Sonoma Coast,Sonoma,Pinot Noir,JCB
89548,US,Morelli Lane Vineyard,90,45.0,California,Russian River Valley,Sonoma,Pinot Noir,Lost Canyon
89558,US,DVX Rosé,90,70.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
89559,US,Cargasacchi Vineyard,90,56.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Pali
89562,US,Sangiacomo Vineyards Roberts Road,90,68.0,California,Sonoma Coast,Sonoma,Pinot Noir,Ram's Gate
89571,US,Hirsch Vineyard,90,65.0,California,Sonoma Coast,Sonoma,Pinot Noir,FEL
89572,US,Blanc de Noirs,90,22.0,California,Carneros,Napa-Sonoma,Sparkling Blend,Gloria Ferrer
89576,US,Semi-Sparkling Early,85,14.0,Oregon,Oregon,Oregon Other,Muscat,Silvan Ridge
89578,US,Lauterbach Hill,85,38.0,California,Russian River Valley,Sonoma,Pinot Noir,Stomping Girl
89581,US,Reserve,85,20.0,California,Monterey,Central Coast,Chardonnay,Estancia
89585,US,Old Vines,85,20.0,California,Napa Valley,Napa,Zinfandel,Ballentine
89593,US,Dante's Inferno,87,36.0,California,California,California Other,Rhône-style Red Blend,Dante Robere
89597,US,Estate,87,18.0,California,Paso Robles,Central Coast,Zinfandel,EOS
89599,US,Pommard Clone,87,55.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
89603,US,Bell Mountain Estate,87,45.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Medlock Ames
89606,US,Pasithea,87,55.0,California,Napa Valley,Napa,Red Blend,Peju
89607,US,Hybrid,87,10.0,California,Lodi,Central Valley,Chardonnay,Peltier
89612,US,Reserve Century Vines,87,50.0,California,Sonoma Valley,Sonoma,Zinfandel,Kunde
89619,US,Pioneer Label,87,35.0,Oregon,Oregon,Oregon Other,Tempranillo,Valley View
89620,US,Lone Tree,87,35.0,California,Paso Robles,Central Coast,Cabernet Franc,Hearst Ranch
89621,US,Lavender Hill Vineyard,88,33.0,California,Napa Valley,Napa,Pinot Noir,Flora Springs
89624,US,Oliver's Vineyard,88,20.0,California,Edna Valley,Central Coast,Chardonnay,Talley
89629,US,Epoch II Millenium Cuvée,87,60.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Dry Creek Vineyard
89640,US,Dutton Vineyard,87,22.0,California,Russian River Valley,Sonoma,Chardonnay,Fritz
89654,US,Moody Vineyard Reserve,84,48.0,Oregon,Columbia Valley (OR),Oregon Other,Syrah,Cathedral Ridge
89656,US,Red Cap,84,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Montinore
89669,US,Beeson Dessert Wine,84,20.0,Oregon,Southern Oregon,Southern Oregon,Tempranillo,Harry & David
89670,US,Reserve,84,30.0,Oregon,Oregon,Oregon Other,Pinot Noir,Harry & David
89673,US,Sundial,84,10.0,California,California,California Other,Chardonnay,Fetzer
89679,US,District 3,84,13.0,California,Sonoma Coast,Sonoma,Chardonnay,Sonoma Collection
89682,US,Olivet Lane,90,60.0,California,Russian River Valley,Sonoma,Chardonnay,Merry Edwards
89685,US,Damn Straight,90,40.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Plumb Cellars
89695,US,Fox Den Vineyard,90,62.0,California,Russian River Valley,Sonoma,Pinot Noir,The Calling
89701,US,Velo Vineyard,90,39.0,California,Templeton Gap District,Central Coast,Cabernet Franc,Halcyon
89702,US,Proprietor's Reserve,90,50.0,California,Central Coast,Central Coast,Chardonnay,Hearst Ranch
89703,US,Cabovation Destiny Vineyards Mt. Christo Block Reserve,90,75.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Hunt Cellars
89704,US,Reserve,90,45.0,California,Sonoma Valley,Sonoma,Chardonnay,Kunde
89709,US,She's Crafty Rosé of,90,30.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,La Voix
89710,US,L'Ame du Sage Old Vine,90,48.0,California,Sonoma Valley,Sonoma,Zinfandel,Lasseter
89714,US,Family Reserve,83,9.0,California,California,California Other,Pinot Grigio,Oak Grove
89718,US,District One,82,13.0,California,California,California Other,Chardonnay,Freelander
89719,US,Ascent One-Half Mile Closer to the Moon,82,19.0,Washington,Columbia Valley (WA),Columbia Valley,Rosé,Stemilt Creek
89736,US,Insignia Estate Grown,96,250.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Joseph Phelps
89744,US,Classic Collection,89,24.0,California,Napa Valley,Napa,Pinot Noir,Napa Cellars
89746,US,The One Black,89,15.0,California,North Coast,North Coast,Red Blend,Noble Vines
89747,US,Boushey Vineyard,89,27.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Ott & Murphy
89748,US,Double Bluff,89,21.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,Ott & Murphy
89751,US,Pierce Ranch,89,20.0,California,San Antonio Valley,Central Coast,Tempranillo,Quinta Cruz
89755,US,Theresa Noelle Estate Proprietor's Reserve,89,80.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Summerland
89757,US,Phinny Hill Vineyard,89,40.0,Washington,Horse Heaven Hills,Columbia Valley,Carmenère,Tertulia
89764,US,1850 Degrees,89,25.0,California,Lodi,Central Valley,Red Blend,Klinker Brick
89765,US,Estate Grown,89,36.0,California,Oak Knoll District,Napa,Chardonnay,Trefethen
89768,US,Kobler Family Vineyards,89,36.0,California,Russian River Valley,Sonoma,Viognier,Kobler
89773,US,Omira Hills,89,10.0,California,California,California Other,Merlot,Montevina
89779,US,Soberanes Vineyard,89,40.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Bernardus
89784,US,Estate Reserve,89,35.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,David Hill
89786,US,Temperance Hill Vineyard,89,45.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Lumos
89799,US,Mountain Cuvée Estate,85,18.0,California,Dry Creek Valley,Sonoma,Zinfandel,Gustafson Family
89800,US,Block 28,85,30.0,California,Napa Valley,Napa,Zinfandel,Hendry
89802,US,The Earth Series - Volume 1,85,22.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Basel Cellars
89803,US,Berghan Vineyard,85,28.0,Washington,Washington,Washington Other,Cabernet Sauvignon,Pend d'Oreille
89823,US,Late Harvest,92,28.0,California,Dry Creek Valley,Sonoma,Sauvignon Blanc,Bodkin
89825,US,Windthrow,92,50.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,Cadaretta
89826,US,Riserva,92,60.0,California,Santa Ynez Valley,Central Coast,Sangiovese,Cent'Anni
89827,US,Rice-Spivak Vineyard,92,75.0,California,Sonoma Coast,Sonoma,Pinot Noir,Cobb
89831,US,Dry,92,19.0,New York,Seneca Lake,Finger Lakes,Riesling,Hermann J. Wiemer
89832,US,Art Den Hoed Vineyard,92,32.0,Washington,Yakima Valley,Columbia Valley,Mourvèdre,Kerloo
89834,US,Rita's Crown Vineyard,92,50.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Longoria
89836,US,8 Clones Red Willow Vineyard,92,32.0,Washington,Yakima Valley,Columbia Valley,Syrah,Eight Bells
89837,US,Artz Vineyard,92,35.0,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Fall Line
89839,US,WWBDX,92,34.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Full Pull & Friends
89840,US,Envoy Estate Grown,92,35.0,Washington,Red Mountain,Columbia Valley,Bordeaux-style Red Blend,Ambassador Vineyard
89843,US,Devil's Canyon,92,45.0,California,Paso Robles,Central Coast,Syrah,Calcareous
89845,US,QED Axiom of Choice,92,35.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Rasa
89847,US,Cuvee Diana,92,45.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Longoria
89852,US,Heintz Vineyard,93,45.0,California,Green Valley,Sonoma,Chardonnay,De Loach
89858,US,Boushey Vineyard,93,30.0,Washington,Yakima Valley,Columbia Valley,Grenache,Two Vintners
89860,US,Kidd Ranch,93,40.0,California,Napa Valley,Napa,Zinfandel,Sequum
89862,US,The Big Game,93,75.0,California,Adelaida District,Central Coast,Red Blend,The Farm Winery
89863,US,Durell Vineyard,93,65.0,California,Sonoma Coast,Sonoma,Pinot Noir,Three Sticks
89864,US,Eighteen Seventy-Three,93,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Hall
89865,US,The Creator,93,55.0,Washington,Walla Walla Valley (WA),Columbia Valley,Red Blend,K Vintners
89871,US,Grist Vineyard,93,32.0,California,Dry Creek Valley,Sonoma,Viognier,Alysian
89873,US,Suacci Vineyard,93,48.0,California,Russian River Valley,Sonoma,Pinot Noir,Bailarin
89874,US,Grumps' Vineyard,93,48.0,California,Fair Play,Sierra Foothills,Tempranillo,Baiocchi Wines
89880,US,Van Der Kamp Vineyard,93,50.0,California,Sonoma Mountain,Sonoma,Pinot Noir,De Loach
